Food_Name,Calories_kcal,Carbs_g,Protein_g,Fat_g,Sodium_mg,Fiber_g,Saturated_Fat_g,Meal_Type
tortilla,467,98.4,14.3,1.9,900.0,4.7,0.6,Dinner
croutons seasoned,186,25.4,4.3,7.3,400.0,2.0,2.1,Breakfast
buttermilk waffle,102,16.0,2.4,3.1,200.0,0.9,0.8,Snack
flour tortilla,146,24.1,3.9,3.7,400.0,1.2,0.6,Lunch
glazed donut,55,6.2,0.8,3.0,82.0,0.3,1.2,Breakfast
corn tortilla,52,10.7,1.4,0.7,75.0,1.5,0.1,Dinner
muffin,169,23.6,3.9,6.5,300.0,1.5,1.2,Breakfast
croutons,33,5.9,1.0,0.5,35.0,0.4,0.1,Dinner
donut with jelly filling,289,33.2,5.0,15.9,400.0,0.8,4.1,Dinner
sweet cinnamon rolls,309,42.2,5.1,13.6,300.0,2.0,2.6,Breakfast
oat bran muffin,46,8.2,1.2,1.3,67.0,0.8,0.2,Snack
french cruller donut,169,24.4,1.3,7.5,100.0,0.5,1.9,Dinner
pancakes,86,10.8,2.4,3.7,200.0,0.0,0.8,Snack
chocolate donut,250,34.4,2.7,11.9,100.0,1.3,3.1,Lunch
sweet cheese rolls,238,28.8,4.7,12.1,200.0,0.8,4.0,Dinner
eclair,234,11.2,4.4,19.2,100.0,0.4,11.5,Snack
donut with cream filling,307,25.5,5.4,20.8,300.0,0.7,4.6,Snack
fruit toaster pastry,209,37.1,2.4,5.6,200.0,0.5,1.3,Lunch
donut,192,22.9,2.3,10.3,200.0,0.7,2.7,Snack
pancakes whole wheat,92,12.9,3.7,2.9,300.0,1.2,0.8,Snack
keikitos,196,22.3,2.9,10.6,200.0,0.5,0.0,Lunch
zwieback,30,5.2,0.7,0.7,50.0,0.2,0.2,Dinner
chocolate coated donut,81,9.2,0.9,4.5,99.0,0.3,2.4,Snack
waffle toasted,103,16.3,2.4,3.2,200.0,0.8,0.5,Snack
cinnamon toaster pastry,206,34.1,2.6,7.1,200.0,0.5,1.8,Snack
wheat bran bread,89,17.2,3.2,1.2,200.0,1.4,0.3,Breakfast
white bread,77,14.3,2.6,1.0,100.0,0.8,0.2,Lunch
oat bran bread,71,11.9,3.1,1.3,100.0,1.4,0.2,Breakfast
whole wheat bread natures own,50,0.0,0.0,1.0,0.0,0.0,11.0,Lunch
high protein bread dr zaks,152,15.3,0.0,3.0,0.0,0.0,0.5,Dinner
wheat bread,79,13.8,3.1,1.3,100.0,1.2,0.2,Dinner
egg bread toasted,117,19.5,3.9,2.4,200.0,0.9,0.6,Snack
butter toastbrot ja,66,2.0,0.0,0.9,0.0,0.0,0.6,Lunch
vienna bread toasted,93,18.0,3.8,0.6,200.0,0.9,0.1,Dinner
vienna bread,92,18.1,3.8,0.6,200.0,0.8,0.2,Lunch
protein bread,47,8.3,2.3,0.4,8.0,0.6,0.009,Dinner
banana bread,186,31.1,2.5,6.0,200.0,0.6,1.3,Breakfast
rice bran bread,66,11.7,2.4,1.2,81.0,1.3,0.2,Dinner
white fibre wonder bread,95,18.0,3.5,1.0,0.0,1.5,0.2,Breakfast
focaccia,142,20.4,5.0,4.5,300.0,1.0,0.5,Dinner
oat bran bread toasted,70,11.8,3.1,1.3,100.0,1.3,0.2,Snack
rye bread,83,15.5,2.7,1.1,200.0,1.9,0.2,Breakfast
wheat germ bread,73,13.5,2.7,0.8,200.0,0.6,0.2,Dinner
protein bread toasted,46,8.2,2.2,0.4,49.0,0.6,0.059,Snack
oatmeal bread,73,13.1,2.3,1.2,100.0,1.1,0.2,Breakfast
arepa,215,36.4,5.4,5.3,300.0,2.5,2.8,Snack
raisin bread toasted,86,16.5,2.5,1.4,100.0,1.4,0.3,Lunch
cracked wheat bread,74,14.0,2.5,1.1,200.0,1.6,0.3,Lunch
garlic bread,151,17.9,3.6,7.1,200.0,1.1,2.3,Breakfast
rye bread toasted,82,15.4,2.7,1.0,200.0,1.9,0.2,Dinner
whole wheat bread,128,23.6,3.9,2.5,200.0,2.8,0.4,Breakfast
whole wheat bread toasted,128,23.7,3.9,2.5,200.0,2.8,0.4,Snack
pan dulce bread,231,35.5,5.9,7.3,100.0,1.4,1.4,Dinner
rice bran bread toasted,66,11.8,2.4,1.3,26.0,1.3,0.2,Lunch
pita bread whole wheat,74,15.4,2.7,0.7,100.0,2.1,0.1,Dinner
wheat germ bread toasted,73,13.6,2.7,0.8,200.0,0.6,0.2,Lunch
pumpernickel bread,65,12.4,2.3,0.8,200.0,1.7,0.1,Dinner
frybread,502,73.4,10.2,18.6,500.0,0.0,7.0,Dinner
white bread toasted,83,15.4,2.5,1.1,200.0,0.7,0.2,Dinner
piki bread,109,20.2,2.5,2.0,28.0,2.6,0.2,Snack
wheat bread toasted,75,13.4,3.1,1.0,100.0,1.1,0.2,Snack
pita bread,165,33.4,5.5,0.7,300.0,1.3,0.091,Breakfast
potato bread,85,15.1,4.0,1.0,100.0,2.0,0.0,Breakfast
egg bread,115,19.1,3.8,2.4,200.0,0.9,0.6,Lunch
oatmeal bread toasted,73,13.2,2.3,1.2,100.0,1.1,0.2,Snack
cheese bread,196,21.5,5.0,10.0,400.0,1.0,3.0,Lunch
pumpernickel bread toasted,80,15.1,2.8,1.0,200.0,2.1,0.1,Breakfast
raisin bread,88,16.7,2.5,1.4,100.0,1.4,0.3,Lunch
pumpernickel roll,77,14.8,3.0,0.8,100.0,1.5,0.1,Breakfast
cinnamon raisin bagel,71,14.4,2.5,0.4,47.0,0.6,0.054,Snack
english muffin,127,25.5,5.0,1.1,200.0,2.6,0.2,Dinner
rye dinner roll,123,22.8,4.4,1.5,300.0,2.1,0.3,Snack
english muffin whole wheat,134,26.7,5.8,1.4,200.0,4.4,0.2,Lunch
dinner roll whole wheat,74,14.3,2.4,1.3,100.0,2.1,0.2,Lunch
dinner roll,76,12.9,2.4,1.8,100.0,1.1,0.4,Snack
hotdog roll,117,21.1,4.1,1.6,200.0,0.8,0.4,Snack
bagel,245,47.9,10.0,1.5,400.0,4.0,0.0,Breakfast
oat bran bagel,176,36.8,7.4,0.8,400.0,2.5,0.1,Lunch
pain au chocolat de la boulangerie,235,0.0,0.0,12.0,0.0,0.0,27.6,Lunch
egg bagel,72,13.8,2.8,0.5,100.0,0.6,0.1,Snack
english muffin toasted,140,27.4,5.4,1.1,200.0,1.5,0.3,Dinner
english muffin whole wheat toasted,135,26.9,5.9,1.4,200.0,4.5,0.2,Lunch
biscuit,357,45.0,7.1,16.5,600.0,1.5,4.4,Dinner
french roll,105,19.1,3.3,1.6,200.0,1.2,0.4,Snack
oat bran dinner roll,78,13.3,3.1,1.5,100.0,1.4,0.2,Snack
pecan shortbread cookies,76,8.2,0.7,4.6,2.0,0.3,1.1,Breakfast
oatmeal cookies,113,17.2,1.6,4.5,100.0,0.7,1.1,Lunch
chocolate wafers,485,81.1,7.4,15.9,800.0,3.8,4.7,Dinner
vanilla wafers low fat,353,58.9,4.0,12.2,300.0,1.5,3.1,Breakfast
chocolate chip cookies mcdonalds,136,18.7,1.6,6.4,58.0,0.6,3.2,Lunch
gingersnap cookies,29,5.4,0.4,0.7,12.0,0.2,0.2,Breakfast
biscotti abbracci mulino bianco,54,0.8,0.4,2.6,0.0,0.0,1.6,Snack
chocolate chip cookie,63,9.3,0.5,2.8,47.0,0.3,1.4,Lunch
brownie,243,38.3,2.9,9.8,200.0,1.3,2.5,Breakfast
shortbread cookies,40,5.2,0.5,1.9,97.0,0.1,0.5,Breakfast
oatmeal cookies with raisins,65,10.3,1.0,2.4,22.0,0.0,0.5,Dinner
peanut butter sandwich cookies,67,9.2,1.2,3.0,98.0,0.3,0.7,Breakfast
sugar cookies,72,10.2,0.8,3.2,7.0,0.1,0.8,Lunch
chocolate covered graham crackers,68,9.3,0.8,3.2,67.0,0.4,1.8,Lunch
raisin cookies,60,10.2,0.6,2.0,77.0,0.2,0.5,Dinner
vanilla wafers,28,4.3,0.3,1.2,45.0,0.1,0.3,Lunch
graham crackers,355,64.5,5.8,8.5,400.0,2.4,1.3,Snack
peanut butter cookies,95,11.8,1.8,4.8,100.0,0.0,0.9,Lunch
vanilla sandwich cookie,72,10.8,0.7,3.0,44.0,0.2,0.4,Lunch
sugar wafers with creme filling,51,7.1,0.4,2.3,60.0,0.2,1.2,Breakfast
cheese puffs,197,18.6,2.1,12.8,300.0,0.6,1.9,Breakfast
saltine crackers,13,2.2,0.3,0.3,67.0,0.022,0.097,Lunch
trail mix,139,13.5,4.1,8.8,14.0,0.0,1.7,Dinner
corn cones,144,17.8,1.6,7.6,300.0,0.3,6.4,Breakfast
chocolate pretzels,50,7.8,0.8,1.8,37.0,0.0,0.8,Dinner
french toast sticks,73,8.9,1.3,3.8,1.0,0.3,0.9,Lunch
crackers,82,9.8,1.1,4.2,100.0,0.4,0.9,Lunch
sesame sticks,54,4.7,1.1,3.7,90.0,0.3,0.6,Snack
cheese crackers,34,4.2,0.8,1.6,65.0,0.2,0.4,Breakfast
oriental rice cracker mix,143,14.6,4.9,7.2,100.0,3.7,1.1,Lunch
breadsticks,103,17.1,3.0,2.4,200.0,0.8,0.4,Snack
milk crackers,50,7.7,0.8,1.7,95.0,0.2,0.3,Breakfast
matzo crackers whole wheat,98,22.1,3.7,0.4,2.0,3.3,0.005,Lunch
matzo crackers with egg,109,22.0,3.4,0.6,57.0,0.8,0.2,Lunch
granola bites,23,3.3,0.4,0.9,67.0,0.3,0.5,Breakfast
crackers whole wheat,120,19.5,3.0,4.0,200.0,2.9,0.6,Breakfast
tropical trail mix,619,91.8,8.8,23.9,100.0,0.0,11.9,Breakfast
soft pretzels,389,79.8,9.4,3.6,900.0,2.0,0.8,Lunch
corn tostada shell,58,7.9,0.8,2.9,84.0,0.7,0.9,Lunch
matzo crackers,111,23.4,2.8,0.4,0.0,0.8,0.03,Snack
sesame crunch,9,0.9,0.2,0.6,27.0,0.1,0.096,Dinner
trail mix with chocolate chips,707,65.6,20.7,46.6,200.0,0.0,8.9,Breakfast
cracker meal,440,93.0,10.7,2.0,78.0,3.0,0.3,Lunch
puffed rice,153,34.1,2.4,0.2,53.0,0.6,0.037,Lunch
filinchen gutena,19,0.5,0.4,0.2,0.0,0.0,0.056,Breakfast
melba toast crackers,117,23.0,3.6,1.0,200.0,1.9,0.1,Dinner
matzo crackers with egg onion,109,21.6,2.8,1.1,52.0,1.4,0.3,Breakfast
cornnuts,126,20.3,2.4,4.4,200.0,2.0,0.7,Dinner
bagel chips,789,116.1,21.6,26.5,400.0,7.2,12.0,Lunch
pretzels,115,24.1,3.0,0.9,400.0,1.0,0.1,Dinner
potato raw,164,37.2,4.3,0.2,72.0,4.7,0.028,Snack
gatto di patate home made,202,4.0,0.0,9.4,0.0,0.0,4.6,Lunch
baked potato,161,36.6,4.3,0.2,97.0,3.8,0.074,Snack
potato sticks,188,19.2,2.4,12.4,200.0,1.2,3.2,Breakfast
potato cooked,52,12.1,1.1,0.006,35.0,1.2,0.003,Breakfast
vivaldi potatoes sainsburys,23,0.0,0.0,0.1,0.0,0.0,5.0,Breakfast
potato ham chowder soup,192,13.4,6.5,12.5,900.0,1.4,3.9,Dinner
russet potato raw,292,66.7,7.9,0.3,68.0,4.8,0.06,Lunch
russet potato baked,290,64.1,7.9,0.4,84.0,6.9,0.1,Breakfast
french fries,13,2.2,0.2,0.4,56.0,0.2,0.01,Breakfast
potato scalloped,216,26.4,7.0,9.0,800.0,4.7,5.5,Lunch
cottage fries,11,1.9,0.2,0.4,58.0,0.2,0.084,Breakfast
mashed potatoes,215,35.5,4.0,6.8,700.0,3.1,1.4,Snack
mashed potato with milk and butter,237,35.3,3.9,8.9,700.0,3.2,5.5,Lunch
red potato raw,149,33.9,4.0,0.3,20.0,3.6,0.074,Lunch
potato pancake,59,6.1,1.3,3.2,200.0,0.7,0.5,Lunch
potato puffs,243,35.5,2.6,11.0,600.0,3.2,2.3,Snack
red potato baked,74,16.7,2.0,0.1,37.0,1.5,0.008,Lunch
potatoes canned,132,29.7,3.6,0.3,700.0,4.2,0.098,Snack
potato skin raw,22,4.7,1.0,0.099,53.0,1.0,0.093,Lunch
shoestring french fries,4,0.7,0.099,0.1,55.0,0.099,0.059,Dinner
hash brown potato,144,15.3,1.4,9.0,300.0,1.4,1.3,Breakfast
baked chips lays,130,0.0,0.0,2.0,0.0,0.0,26.0,Dinner
corn chips,162,17.2,1.9,10.0,200.0,1.2,1.3,Breakfast
nacho cheese tortilla chips low fat,90,18.5,2.4,1.0,200.0,1.8,0.3,Snack
corn chips barbecue,1036,111.3,13.9,64.7,1500.0,10.3,8.8,Dinner
corn chips unsalted,490,50.5,5.8,29.4,24.0,3.9,3.8,Lunch
potato chips fat free,860,190.1,21.9,1.4,1500.0,17.0,0.3,Breakfast
sweet chilli kettle baked chips,99,2.1,2.0,2.2,0.0,0.0,0.3,Breakfast
taro chips,11,1.6,0.049,0.6,22.0,0.2,0.1,Dinner
potato chips reduced fat,801,113.7,12.1,35.4,800.0,10.0,7.1,Snack
onion snacks,150,19.5,2.3,6.8,300.0,1.2,1.3,Dinner
potato chips cheese,843,98.1,14.5,46.2,800.0,8.8,14.6,Snack
yuca cassava chips,9,1.2,0.054,0.4,41.0,0.002,0.1,Snack
tortilla chips low fat,117,22.6,3.1,1.6,100.0,1.5,0.2,Breakfast
ranch flavor tortilla chips,992,124.2,14.2,48.8,1000.0,7.9,7.0,Dinner
potato chips,161,15.9,2.1,10.4,21.0,1.4,3.3,Dinner
tortilla chips,142,20.3,2.1,6.2,77.0,1.6,0.8,Snack
sweet potato chips,149,15.9,0.8,9.1,50.0,2.5,0.8,Dinner
nacho cheese tortilla chips,156,18.2,2.2,8.2,200.0,1.5,1.2,Lunch
vegetable chips,134,17.1,1.5,6.6,300.0,1.3,0.5,Lunch
taco flavor tortilla chips,1090,143.2,17.9,54.9,1800.0,12.0,10.5,Dinner
potato chips barbecue,970,104.5,15.2,64.2,1300.0,8.7,15.9,Dinner
pita chips,137,20.5,3.5,4.6,300.0,1.1,0.4,Snack
potato chips sour cream and onion,1051,102.0,16.0,67.1,1100.0,10.3,17.6,Lunch
adobo fresco,780,53.6,5.8,60.2,49400.0,3.7,8.4,Lunch
chili pepper sauce red,3,0.6,0.1,0.089,3.0,0.1,0.073,Breakfast
creamy ranch sauce mcdonalds,132,1.0,0.3,14.7,200.0,0.0,2.2,Snack
catsup,19,4.5,0.2,0.066,200.0,0.053,0.026,Breakfast
chili pepper sauce green,3,0.8,0.1,0.032,30.0,0.3,0.048,Lunch
red wine vinegar,3,0.011,0.055,0.0,92.0,0.0,0.0,Snack
fish sauce,6,0.7,0.9,0.013,1400.0,0.0,0.08,Dinner
coleslaw dressing reduced fat,56,6.8,0.0,3.4,300.0,0.045,0.5,Snack
sour dressing,21,0.6,0.4,2.0,94.0,0.0,1.6,Dinner
guava sauce cooked,86,22.6,0.8,0.3,17.0,8.6,0.014,Dinner
pizza sauce,136,21.8,5.5,2.9,900.0,5.0,1.2,Snack
sweetn sour sauce mcdonalds,48,11.0,0.2,0.3,200.0,0.0,0.075,Dinner
nance syrup,4,0.8,0.028,0.002,35.0,0.3,0.0,Breakfast
french dressing reduced fat,37,4.7,0.072,2.2,72.0,0.2,0.2,Lunch
peppercorn dressing,76,0.5,0.2,8.2,100.0,0.0,1.4,Dinner
sorghum syrup,61,15.7,0.0,0.0,96.0,0.0,0.0,Breakfast
ranch dressing fat free,17,3.7,0.039,0.3,100.0,0.088,0.007,Dinner
caesar dressing low calorie,17,2.8,0.028,0.7,200.0,0.053,0.1,Lunch
sweet sour dressing,2,0.6,0.082,0.0,65.0,0.0,0.0,Breakfast
mayonnaise imitation fat free,13,2.5,0.043,0.4,100.0,0.3,0.005,Lunch
sofrito,488,11.2,26.4,37.5,2400.0,3.5,0.0,Lunch
turkey gravy instant,27,3.9,0.8,1.0,300.0,0.3,0.3,Breakfast
teriyaki sauce,16,2.8,1.1,0.015,700.0,0.016,0.0,Breakfast
tomato sauce,59,13.0,2.9,0.7,83.0,3.7,0.1,Breakfast
barbecue sauce kraft,28,6.5,0.1,0.053,200.0,0.032,0.013,Snack
cranberry sauce sweetened,418,107.8,0.6,0.4,76.0,2.8,0.056,Breakfast
coleslaw dressing,62,3.8,0.1,5.3,100.0,0.024,0.8,Breakfast
onion gravy dry,77,16.2,2.2,0.7,1000.0,1.4,0.4,Breakfast
corn syrup light,62,16.9,0.0,0.09,65.0,0.0,0.0,Breakfast
bacon tomato dressing,49,0.3,0.3,5.3,100.0,0.04,0.8,Dinner
pancake syrup,53,13.9,0.0,0.075,64.0,0.0,0.025,Snack
balsamic vinegar,14,2.7,0.041,0.0,71.0,0.0,0.0,Lunch
ranch dressing reduced fat,29,3.2,0.2,1.9,200.0,0.2,0.2,Breakfast
barbecue sauce mcdonalds,46,10.3,0.4,0.3,300.0,0.4,0.09,Dinner
vinegar oil dressing,72,0.4,0.0,8.0,76.0,0.0,1.5,Dinner
poppyseed dressing,66,4.0,0.2,5.5,100.0,0.03,1.0,Dinner
honey mustard dressing,70,3.5,0.1,6.1,19.0,0.057,0.8,Lunch
french dressing fat free,21,5.1,0.01,0.024,100.0,0.4,0.067,Breakfast
vinegar,3,0.089,0.0,0.0,24.0,0.0,0.0,Snack
spray dressing,13,1.3,0.07,0.9,12.0,0.075,0.1,Snack
honey mustard dressing fat free,25,5.8,0.2,0.2,200.0,0.2,0.031,Dinner
mushroom gravy,119,13.0,3.0,6.4,1400.0,1.0,1.0,Lunch
white sauce,368,22.9,9.6,26.6,900.0,0.5,7.1,Lunch
marinara pasta sauce,129,19.9,3.7,3.9,1100.0,4.8,0.4,Lunch
tomato sauce with mushrooms,86,20.7,3.6,0.3,1100.0,3.7,0.027,Snack
pork gravy powder,25,4.3,0.6,0.6,400.0,0.2,0.3,Dinner
beef gravy,123,11.2,8.7,5.5,1500.0,0.9,2.7,Breakfast
green goddess dressing,64,1.1,0.3,6.5,100.0,0.094,0.9,Snack
salsa con queso,358,27.9,7.9,23.8,2000.0,1.8,6.2,Dinner
cocktail sauce,19,4.2,0.2,0.2,200.0,0.3,0.0,Dinner
worcestershire sauce,13,3.3,0.0,0.0,200.0,0.0,0.0,Breakfast
barbecue sauce,29,6.9,0.1,0.1,200.0,0.2,0.009,Breakfast
tomato sauce with onions,103,24.4,3.8,0.5,1300.0,4.4,0.007,Breakfast
brown gravy dry,22,3.6,0.6,0.6,300.0,0.1,0.2,Lunch
blue cheese dressing light,14,2.1,0.3,0.4,200.0,0.0,0.1,Breakfast
spanish tomato sauce,81,17.7,3.5,0.7,1200.0,3.4,0.007,Dinner
oyster sauce,9,2.0,0.2,0.066,500.0,0.024,0.016,Breakfast
cheese sauce,30,0.8,1.5,2.2,2.0,0.071,1.2,Dinner
hoisin sauce,35,7.1,0.5,0.5,300.0,0.4,0.036,Snack
pickle relish,20,5.3,0.097,0.061,100.0,0.2,0.093,Lunch
tomato sauce with herbs cheese,144,25.0,5.2,4.7,1300.0,5.4,1.5,Snack
french dressing,73,2.5,0.1,7.2,100.0,0.0,0.9,Snack
mayonnaise hellmanns,15,0.087,0.0,1.7,0.0,0.0,0.9,Dinner
canadian maple syrup,76,19.1,0.0,0.0,86.0,0.0,0.0,Snack
maple syrup,52,13.4,0.09,0.047,59.0,0.0,0.036,Dinner
barbecue sauce bulls eye,27,6.4,0.1,0.1,200.0,0.2,0.028,Breakfast
ranch dressing,65,0.9,0.2,6.7,100.0,0.0,1.0,Breakfast
tomato ketchup mp,15,0.2,0.0,0.0,0.0,0.0,4.0,Dinner
mayonnaise light,36,1.4,0.032,3.3,100.0,0.0,0.5,Breakfast
mayonnaise dressing,103,0.066,0.0,11.7,81.0,0.0,1.6,Lunch
malt syrup,67,15.0,1.3,0.0,50.0,0.0,0.0,Snack
gravy dry,86,14.5,3.3,2.0,1400.0,0.0,0.7,Lunch
cranberry orange relish,490,127.1,0.8,0.3,63.0,0.0,0.06,Snack
caesar dressing,80,0.5,0.3,8.5,200.0,0.036,1.3,Breakfast
italian dressing,35,1.8,0.032,3.1,100.0,0.0,0.4,Lunch
brown gravy instant,25,4.0,0.6,0.8,300.0,0.2,0.4,Breakfast
roquefort cheese dressing,15,0.4,0.8,1.1,100.0,0.0,0.4,Snack
blue cheese dressing,71,0.7,0.2,7.7,200.0,0.045,1.2,Dinner
duck sauce,80,19.7,0.1,0.063,100.0,0.2,0.033,Dinner
au jus,38,5.9,2.8,0.5,1100.0,0.0,0.2,Lunch
corn syrup dark,57,15.5,0.0,0.0,47.0,0.0,0.0,Breakfast
buttermilk dressing light,30,3.2,0.2,1.9,200.0,0.2,0.2,Breakfast
cider vinegar,3,0.1,0.0,0.0,11.0,0.0,0.0,Lunch
tartar sauce,32,2.0,0.2,2.5,100.0,0.078,0.5,Dinner
pepper hot sauce,1,0.031,0.024,0.018,100.0,0.071,0.057,Snack
tomato chili sauce,6,1.2,0.2,0.095,83.0,0.4,0.076,Lunch
turkey gravy dry,26,4.6,0.7,0.5,300.0,0.0,0.1,Snack
salsa sauce,5,1.2,0.3,0.039,100.0,0.3,0.07,Dinner
steak sauce,16,3.7,0.2,0.004,300.0,0.3,0.0,Breakfast
molasses,58,14.9,0.0,0.068,7.0,0.0,0.052,Dinner
italian dressing fat free,7,1.2,0.1,0.1,200.0,0.077,0.099,Lunch
plum sauce,35,8.1,0.2,0.2,100.0,0.1,0.094,Breakfast
chow mein stir fry master foods,26,0.0,0.0,0.2,0.0,0.0,5.5,Lunch
beef gravy instant,25,4.1,0.7,0.6,300.0,0.3,0.3,Lunch
horseradish,2,0.6,0.003,0.085,39.0,0.2,0.007,Dinner
grenadine,54,13.4,0.0,0.0,38.0,0.0,0.0,Lunch
tabasco sauce,1,0.006,0.045,0.002,75.0,0.013,0.051,Dinner
sweet sour sauce,26,6.7,0.02,0.084,24.0,0.065,0.0,Breakfast
salsa verde,6,1.0,0.2,0.1,34.0,0.3,0.0,Dinner
miso,40,5.1,2.6,1.2,700.0,1.1,0.2,Breakfast
sprouted soybean cooked,76,6.1,8.0,4.2,200.0,0.8,0.6,Dinner
soy flour roasted,375,28.6,29.6,18.6,83.0,8.2,2.7,Snack
soy flour low fat,330,30.7,40.0,7.8,85.0,14.1,1.1,Snack
green soybean cooked,127,9.9,11.1,5.8,200.0,3.8,0.7,Lunch
azumaya tofu vitasoy,316,9.1,32.8,16.6,30.0,2.4,2.0,Dinner
soy proteins isolate,96,2.1,22.8,1.0,300.0,1.6,0.1,Dinner
tofu yogurt,246,41.8,9.2,4.7,30.0,0.5,0.7,Breakfast
bacon meatless,446,9.1,15.4,42.5,2100.0,3.7,6.7,Lunch
meatless chicken fried,304,11.1,27.7,16.6,500.0,5.6,1.5,Dinner
soymilk,109,8.4,7.1,4.8,100.0,1.0,0.5,Lunch
soy vermicelli,463,115.2,0.1,0.1,32.0,5.5,0.092,Snack
tofu fried,35,1.2,2.4,2.6,21.0,0.5,0.4,Dinner
tempeh,320,15.6,30.8,17.9,68.0,0.0,3.7,Dinner
koyadofu,81,1.7,8.9,5.2,81.0,1.2,0.7,Lunch
meatless meatloaf,110,4.5,11.8,5.0,300.0,2.6,0.8,Dinner
soya vanille joghurt alpro,21,1.0,0.3,0.6,0.0,0.0,0.1,Lunch
soybean curd cheese,340,15.5,28.1,18.2,94.0,0.0,2.6,Dinner
soy sauce,8,0.8,1.3,0.054,900.0,0.1,0.025,Breakfast
soybean dry roasted,419,30.4,36.8,20.1,77.0,7.5,2.9,Lunch
soybean oil,120,0.0,0.0,13.6,0.0,0.0,2.1,Dinner
meatless chicken,376,6.1,39.7,21.4,1200.0,6.0,3.1,Snack
soybean cooked,296,17.1,28.6,15.4,75.0,10.3,2.2,Dinner
soymilk nonfat,68,10.1,6.0,0.046,100.0,0.5,0.0,Snack
soy flour,23,1.8,1.8,1.1,23.0,0.5,0.2,Snack
soybean lecithin oil,104,0.0,0.0,13.6,0.0,0.0,2.0,Breakfast
tofu raw,188,4.7,20.0,11.9,60.0,0.7,1.7,Lunch
soy chips,109,15.0,7.5,2.1,200.0,1.0,0.3,Dinner
green soybean raw,376,28.3,33.2,17.4,17.0,10.8,2.0,Breakfast
soy proteins concentrate,93,7.2,18.0,0.1,300.0,1.6,0.04,Dinner
soybean margarine,34,0.043,0.052,3.8,5.0,0.0,0.8,Snack
chocolate soymilk nonfat,107,20.7,6.0,0.046,100.0,0.5,0.0,Lunch
okara,93,15.3,3.9,2.1,70.0,0.0,0.2,Dinner
meatless meatballs,284,11.5,30.2,13.0,800.0,6.6,2.1,Dinner
vanilla soymilk,131,15.3,7.9,4.3,100.0,1.5,0.5,Snack
soy meal raw,414,49.0,54.8,2.9,17.0,0.0,0.3,Dinner
soymilk low fat,104,17.5,4.0,1.5,40.0,1.9,0.0,Dinner
sprouted soybean raw,85,6.7,9.2,4.7,5.0,0.8,0.7,Snack
soybean raw,830,56.1,67.9,37.1,23.0,17.3,5.4,Breakfast
tempeh cooked,55,2.6,5.1,3.2,84.0,0.0,1.0,Snack
vanilla soymilk light,83,9.4,6.4,2.1,200.0,1.5,0.2,Breakfast
chocolate soymilk,153,24.2,5.5,3.7,100.0,1.0,0.6,Lunch
soy oil,120,0.0,0.0,13.6,0.0,0.0,3.4,Breakfast
natto,169,11.5,14.2,8.8,26.0,4.3,1.3,Breakfast
chrysanthemum raw,12,1.5,1.7,0.3,12.0,1.5,0.0,Lunch
gourd cooked,100,25.5,1.2,0.6,65.0,5.2,0.035,Breakfast
cauliflower raw,3,0.6,0.2,0.081,42.0,0.3,0.094,Snack
red cabbage raw,53,12.5,2.4,0.3,79.0,3.6,0.002,Breakfast
broccoli raab raw,9,1.1,1.3,0.2,40.0,1.1,0.047,Lunch
napa cabbage cooked,13,2.4,1.2,0.2,12.0,0.0,0.0,Snack
kelp,2,0.5,0.07,0.067,19.0,0.018,0.037,Lunch
shallots raw,18,4.2,0.6,0.061,44.0,0.8,0.041,Lunch
bamboo shoots raw,49,9.4,4.7,0.5,67.0,4.0,0.1,Dinner
jute cooked,32,6.3,3.2,0.2,43.0,1.7,0.004,Dinner
red lettuce,4,0.6,0.4,0.08,57.0,0.3,0.036,Lunch
broccoli cooked,98,20.1,6.7,1.1,100.0,9.2,0.2,Lunch
romanesco raw,20,3.9,1.9,0.2,25.0,2.0,0.038,Lunch
eggplant raw,115,26.9,4.5,0.8,28.0,13.7,0.2,Dinner
leeks raw,54,12.6,1.3,0.3,3.0,1.6,0.049,Dinner
lemongrass citronella,5,1.2,0.038,0.076,24.0,0.0,0.067,Breakfast
pumpkin cooked,49,12.0,1.8,0.2,6.0,2.7,0.019,Breakfast
celery cooked,7,1.5,0.3,0.098,93.0,0.6,0.064,Lunch
serrano pepper,2,0.4,0.1,0.075,67.0,0.2,0.072,Snack
nopales raw,14,2.9,1.1,0.063,76.0,1.9,0.018,Snack
sweet potato leaves cooked,22,4.7,1.4,0.2,200.0,1.2,0.099,Dinner
eggplant cooked,33,8.1,0.8,0.2,200.0,2.5,0.049,Dinner
asparagus cooked,3,0.6,0.4,0.074,0.0,0.3,0.004,Dinner
rutabaga cooked,72,16.4,2.2,0.4,49.0,4.3,0.007,Lunch
parsnips raw,128,30.6,2.0,0.5,68.0,8.3,0.1,Snack
sour pickles,17,3.5,0.5,0.3,1900.0,1.9,0.079,Breakfast
turnip greens cooked,29,6.3,1.6,0.3,400.0,5.0,0.091,Lunch
jerusalem artichokes,110,26.2,3.0,0.047,11.0,2.4,0.0,Breakfast
collard raw,12,2.0,1.1,0.2,14.0,1.4,0.026,Breakfast
chrysanthemum cooked,20,4.3,1.6,0.036,42.0,2.3,0.0,Lunch
oriental radish dried,314,73.5,9.2,0.8,300.0,27.7,0.3,Breakfast
tomatillos,42,7.7,1.3,1.3,19.0,2.5,0.2,Snack
